Simulation_Number,T0,T1,Percentage_Change,Class
25295,1,1.011791077,0.0118,Volatility
25296,1,1.010001403,0.01,Volatility
25297,1,0.998368955,-0.0016,Volatility
25298,1,1.005163596,0.0052,Volatility
25299,1,1.028646112,0.0286,Volatility
25300,1,0.98888978,-0.0111,Volatility
25301,1,1.000892834,0.0009,Volatility
25302,1,0.991116353,-0.0089,Volatility
25303,1,0.967493269,-0.0325,Volatility
25304,1,0.996987657,-0.003,Volatility
25305,1,0.994533346,-0.0055,Volatility
25306,1,0.983938465,-0.0161,Volatility
25307,1,0.969250588,-0.0307,Volatility
25308,1,0.990459591,-0.0095,Volatility
25309,1,0.986370307,-0.0136,Volatility
25310,1,1.002762993,0.0028,Volatility
25311,1,1.002083972,0.0021,Volatility
25312,1,1.008553626,0.0086,Volatility
25313,1,1.004597314,0.0046,Volatility
25314,1,1.002123427,0.0021,Volatility
25315,1,0.992226718,-0.0078,Volatility
25316,1,0.99403705,-0.006,Volatility
25317,1,1.001397791,0.0014,Volatility
25318,1,1.008238369,0.0082,Volatility
25319,1,1.008229084,0.0082,Volatility
25320,1,1.006871209,0.0069,Volatility
25321,1,0.980188918,-0.0198,Volatility
25322,1,1.015048984,0.015,Volatility
25323,1,1.007405277,0.0074,Volatility
25324,1,0.994842735,-0.0052,Volatility
25325,1,0.998153033,-0.0018,Volatility
25326,1,1.004283965,0.0043,Volatility
25327,1,0.986236442,-0.0138,Volatility
25328,1,0.991962628,-0.008,Volatility
25329,1,0.986228689,-0.0138,Volatility
25330,1,1.00543056,0.0054,Volatility
25331,1,0.988973076,-0.011,Volatility
25332,1,1.006035483,0.006,Volatility
25333,1,0.998329504,-0.0017,Volatility
25334,1,1.005406565,0.0054,Volatility
25335,1,0.995768906,-0.0042,Volatility
25336,1,0.992142704,-0.0079,Volatility
25337,1,0.996776197,-0.0032,Volatility
25338,1,0.992540589,-0.0075,Volatility
25339,1,1.014867049,0.0149,Volatility
25340,1,0.99561296,-0.0044,Volatility
25341,1,1.001429409,0.0014,Volatility
25342,1,0.99214352,-0.0079,Volatility
25343,1,0.971740497,-0.0283,Volatility
25344,1,1.001449815,0.0014,Volatility
25345,1,0.993978146,-0.006,Volatility
25346,1,0.982458235,-0.0175,Volatility
25347,1,1.013625665,0.0136,Volatility
25348,1,0.971072009,-0.0289,Volatility
25349,1,0.992292827,-0.0077,Volatility
25350,1,0.987166103,-0.0128,Volatility
25351,1,0.989217687,-0.0108,Volatility
25352,1,0.990407705,-0.0096,Volatility
25353,1,0.989710242,-0.0103,Volatility
25354,1,1.010479901,0.0105,Volatility
25355,1,0.990590596,-0.0094,Volatility
25356,1,0.998678907,-0.0013,Volatility
25357,1,1.001434479,0.0014,Volatility
25358,1,0.987673069,-0.0123,Volatility
25359,1,1.002703538,0.0027,Volatility
25360,1,1.005442305,0.0054,Volatility
25361,1,0.998328562,-0.0017,Volatility
25362,1,1.002715327,0.0027,Volatility
25363,1,1.00548628,0.0055,Volatility
25364,1,1.008505536,0.0085,Volatility
25365,1,0.983543549,-0.0165,Volatility
25366,1,0.977255078,-0.0227,Volatility
25367,1,1.013766205,0.0138,Volatility
25368,1,1.013665258,0.0137,Volatility
25369,1,0.985456325,-0.0145,Volatility
25370,1,0.981231093,-0.0188,Volatility
25371,1,1.014042564,0.014,Volatility
25372,1,0.997300563,-0.0027,Volatility
25373,1,1.011681167,0.0117,Volatility
25374,1,0.99335459,-0.0066,Volatility
25375,1,1.003593296,0.0036,Volatility
25376,1,1.005029203,0.005,Volatility
25377,1,1.022528637,0.0225,Volatility
25378,1,1.00256512,0.0026,Volatility
25379,1,0.99638132,-0.0036,Volatility
25380,1,0.980509369,-0.0195,Volatility
25381,1,0.995459643,-0.0045,Volatility
25382,1,0.99896546,-0.001,Volatility
25383,1,1.002456034,0.0025,Volatility
25384,1,0.987564326,-0.0124,Volatility
25385,1,0.80863977,-0.1914,Jump
25386,1,0.994727987,-0.0053,Volatility
25387,1,1.013329774,0.0133,Volatility
25388,1,1.000747714,0.0007,Volatility
25389,1,1.023212864,0.0232,Volatility
25390,1,1.000689971,0.0007,Volatility
25391,1,0.992026194,-0.008,Volatility
25392,1,1.011541571,0.0115,Volatility
25393,1,0.983281851,-0.0167,Volatility
25394,1,0.998090403,-0.0019,Volatility
25395,1,1.016539478,0.0165,Volatility
25396,1,1.019713793,0.0197,Volatility
25397,1,1.009213654,0.0092,Volatility
25398,1,1.019342748,0.0193,Volatility
25399,1,1.004482195,0.0045,Volatility
25400,1,1.009131112,0.0091,Volatility
25401,1,1.00512149,0.0051,Volatility
25402,1,1.028605817,0.0286,Volatility
25403,1,0.999641475,-0.0004,Volatility
25404,1,0.992555535,-0.0074,Volatility
25405,1,1.000871361,0.0009,Volatility
25406,1,0.991048415,-0.009,Volatility
25407,1,0.98437851,-0.0156,Volatility
25408,1,1.024051999,0.0241,Volatility
25409,1,1.007530345,0.0075,Volatility
25410,1,0.99030822,-0.0097,Volatility
25411,1,1.004283767,0.0043,Volatility
25412,1,1.017739938,0.0177,Volatility
25413,1,1.001517875,0.0015,Volatility
25414,1,0.990367514,-0.0096,Volatility
25415,1,0.98759166,-0.0124,Volatility
25416,1,0.997342664,-0.0027,Volatility
25417,1,0.997624241,-0.0024,Volatility
25418,1,0.995691335,-0.0043,Volatility
25419,1,1.002259519,0.0023,Volatility
25420,1,1.003690651,0.0037,Volatility
25421,1,0.999002427,-0.001,Volatility
25422,1,1.004282966,0.0043,Volatility
25423,1,1.000300688,0.0003,Volatility
25424,1,1.005313892,0.0053,Volatility
25425,1,1.012760788,0.0128,Volatility
25426,1,1.01113384,0.0111,Volatility
25427,1,1.01296499,0.013,Volatility
25428,1,1.000197281,0.0002,Volatility
25429,1,1.005475863,0.0055,Volatility
25430,1,1.010057967,0.0101,Volatility
25431,1,1.002671755,0.0027,Volatility
25432,1,1.007575419,0.0076,Volatility
25433,1,1.001974518,0.002,Volatility
25434,1,1.01027457,0.0103,Volatility
25435,1,0.996487372,-0.0035,Volatility
25436,1,1.005743864,0.0057,Volatility
25437,1,0.999249959,-0.0008,Volatility
25438,1,0.981799351,-0.0182,Volatility
25439,1,1.008040459,0.008,Volatility
25440,1,1.014970727,0.015,Volatility
25441,1,1.020199098,0.0202,Volatility
25442,1,1.002139881,0.0021,Volatility
25443,1,0.997440182,-0.0026,Volatility
25444,1,0.996228957,-0.0038,Volatility
25445,1,0.999648621,-0.0004,Volatility
25446,1,0.999191239,-0.0008,Volatility
25447,1,0.99019894,-0.0098,Volatility
25448,1,1.000131159,0.0001,Volatility
25449,1,1.008983261,0.009,Volatility
25450,1,0.984513352,-0.0155,Volatility
25451,1,1.02047523,0.0205,Volatility
25452,1,1.002229145,0.0022,Volatility
25453,1,0.99862258,-0.0014,Volatility
25454,1,1.006969432,0.007,Volatility
25455,1,1.006240981,0.0062,Volatility
25456,1,1.000775443,0.0008,Volatility
25457,1,0.974051925,-0.0259,Volatility
25458,1,1.007276301,0.0073,Volatility
25459,1,1.008071208,0.0081,Volatility
25460,1,0.990853677,-0.0091,Volatility
25461,1,1.017562399,0.0176,Volatility
25462,1,0.986562929,-0.0134,Volatility
25463,1,1.009052593,0.0091,Volatility
25464,1,1.012654586,0.0127,Volatility
25465,1,0.998314116,-0.0017,Volatility
25466,1,0.99557482,-0.0044,Volatility
25467,1,0.998607379,-0.0014,Volatility
25468,1,1.008384414,0.0084,Volatility
25469,1,0.984726317,-0.0153,Volatility
25470,1,1.009616467,0.0096,Volatility
25471,1,1.003475418,0.0035,Volatility
25472,1,1.010226432,0.0102,Volatility
25473,1,0.994535202,-0.0055,Volatility
25474,1,1.004386409,0.0044,Volatility
25475,1,1.013942057,0.0139,Volatility
25476,1,1.000548541,0.0005,Volatility
25477,1,0.982911927,-0.0171,Volatility
25478,1,1.004377322,0.0044,Volatility
25479,1,0.997010283,-0.003,Volatility
25480,1,0.990609327,-0.0094,Volatility
25481,1,0.994547905,-0.0055,Volatility
25482,1,0.98547793,-0.0145,Volatility
25483,1,1.001746119,0.0017,Volatility
25484,1,0.98932978,-0.0107,Volatility
25485,1,0.993652201,-0.0063,Volatility
25486,1,0.987248559,-0.0128,Volatility
25487,1,1.009781056,0.0098,Volatility
25488,1,1.027058786,0.0271,Volatility
25489,1,1.009820122,0.0098,Volatility
25490,1,0.999962636,0,Volatility
25491,1,1.010724445,0.0107,Volatility
25492,1,0.986355533,-0.0136,Volatility
25493,1,1.003184748,0.0032,Volatility
25494,1,1.017904054,0.0179,Volatility
25495,1,1.004528139,0.0045,Volatility
25496,1,1.004535387,0.0045,Volatility
25497,1,1.005982332,0.006,Volatility
25498,1,0.993563512,-0.0064,Volatility
25499,1,1.002064376,0.0021,Volatility
25500,1,0.977017243,-0.023,Volatility
25501,1,1.010572044,0.0106,Volatility
25502,1,1.014938804,0.0149,Volatility
25503,1,0.987244307,-0.0128,Volatility
25504,1,1.009535512,0.0095,Volatility
25505,1,0.99943361,-0.0006,Volatility
25506,1,1.002835447,0.0028,Volatility
25507,1,0.993267647,-0.0067,Volatility
25508,1,1.012313831,0.0123,Volatility
25509,1,0.998347384,-0.0017,Volatility
25510,1,0.980738841,-0.0193,Volatility
25511,1,1.012505315,0.0125,Volatility
25512,1,1.025959824,0.026,Volatility
25513,1,1.011833117,0.0118,Volatility
25514,1,0.995751378,-0.0042,Volatility
25515,1,1.001910056,0.0019,Volatility
25516,1,1.008264679,0.0083,Volatility
25517,1,1.020925048,0.0209,Volatility
25518,1,0.994168563,-0.0058,Volatility
25519,1,0.98447342,-0.0155,Volatility
25520,1,0.990273078,-0.0097,Volatility
25521,1,0.992654997,-0.0073,Volatility
25522,1,0.991853167,-0.0081,Volatility
25523,1,0.978870205,-0.0211,Volatility
25524,1,1.00366989,0.0037,Volatility
25525,1,0.992804635,-0.0072,Volatility
25526,1,1.006699128,0.0067,Volatility
25527,1,0.995240611,-0.0048,Volatility
25528,1,1.009102613,0.0091,Volatility
25529,1,1.009077734,0.0091,Volatility
25530,1,1.006332913,0.0063,Volatility
25531,1,0.981111328,-0.0189,Volatility
25532,1,0.97686734,-0.0231,Volatility
25533,1,0.997535126,-0.0025,Volatility
25534,1,0.996891665,-0.0031,Volatility
25535,1,1.01089484,0.0109,Volatility
25536,1,1.006984522,0.007,Volatility
25537,1,0.995060881,-0.0049,Volatility
25538,1,0.99175837,-0.0082,Volatility
25539,1,0.998300926,-0.0017,Volatility
25540,1,0.987151303,-0.0128,Volatility
25541,1,0.986717563,-0.0133,Volatility
25542,1,1.015909609,0.0159,Volatility
25543,1,0.997912383,-0.0021,Volatility
25544,1,0.993722458,-0.0063,Volatility
25545,1,0.99513538,-0.0049,Volatility
25546,1,0.999569181,-0.0004,Volatility
25547,1,1.003862151,0.0039,Volatility
25548,1,1.00103511,0.001,Volatility
25549,1,0.988608082,-0.0114,Volatility
25550,1,0.992771932,-0.0072,Volatility
25551,1,0.984007596,-0.016,Volatility
25552,1,0.997068142,-0.0029,Volatility
25553,1,0.99489658,-0.0051,Volatility
25554,1,0.997770647,-0.0022,Volatility
25555,1,1.005008128,0.005,Volatility
25556,1,0.994187972,-0.0058,Volatility
25557,1,1.00361518,0.0036,Volatility
25558,1,1.021902654,0.0219,Volatility
25559,1,1.010399686,0.0104,Volatility
25560,1,1.000013179,0,Volatility
25561,1,1.000797539,0.0008,Volatility
25562,1,1.004701604,0.0047,Volatility
25563,1,0.991789617,-0.0082,Volatility
25564,1,1.012541759,0.0125,Volatility
25565,1,0.989168182,-0.0108,Volatility
25566,1,0.998601946,-0.0014,Volatility
25567,1,1.000850459,0.0009,Volatility
25568,1,0.990820498,-0.0092,Volatility
25569,1,1.014848521,0.0148,Volatility
25570,1,1.003653419,0.0037,Volatility
25571,1,0.99363443,-0.0064,Volatility
25572,1,0.986158566,-0.0138,Volatility
25573,1,1.017951597,0.018,Volatility
25574,1,0.987321482,-0.0127,Volatility
25575,1,0.998184173,-0.0018,Volatility
25576,1,0.989803621,-0.0102,Volatility
25577,1,0.990397092,-0.0096,Volatility
25578,1,1.001515627,0.0015,Volatility
25579,1,0.994505119,-0.0055,Volatility
25580,1,1.023969898,0.024,Volatility
25581,1,1.007904619,0.0079,Volatility
25582,1,0.991573752,-0.0084,Volatility
25583,1,0.997038798,-0.003,Volatility
25584,1,0.975552694,-0.0244,Volatility
25585,1,1.008096247,0.0081,Volatility
25586,1,1.000281573,0.0003,Volatility
25587,1,0.993006819,-0.007,Volatility
25588,1,1.001960773,0.002,Volatility
25589,1,0.997477062,-0.0025,Volatility
25590,1,1.000768869,0.0008,Volatility
25591,1,1.013907773,0.0139,Volatility
25592,1,1.004379263,0.0044,Volatility
25593,1,0.992572587,-0.0074,Volatility
25594,1,1.016291801,0.0163,Volatility
25595,1,0.994124932,-0.0059,Volatility
25596,1,0.999941314,-0.0001,Volatility
25597,1,0.999247345,-0.0008,Volatility
25598,1,0.978989576,-0.021,Volatility
25599,1,0.984326032,-0.0157,Volatility
25600,1,0.998631249,-0.0014,Volatility
25601,1,1.005684675,0.0057,Volatility
25602,1,1.000870121,0.0009,Volatility
25603,1,1.005513448,0.0055,Volatility
25604,1,0.994553837,-0.0054,Volatility
25605,1,0.995251221,-0.0047,Volatility
25606,1,0.973747159,-0.0263,Volatility
25607,1,1.011863166,0.0119,Volatility
25608,1,1.005609092,0.0056,Volatility
25609,1,1.008005989,0.008,Volatility
25610,1,0.992863216,-0.0071,Volatility
25611,1,1.000250951,0.0003,Volatility
25612,1,1.017329561,0.0173,Volatility
25613,1,0.991131765,-0.0089,Volatility
25614,1,0.999721467,-0.0003,Volatility
25615,1,1.011569415,0.0116,Volatility
25616,1,1.017984959,0.018,Volatility
25617,1,1.001121283,0.0011,Volatility
25618,1,0.982662447,-0.0173,Volatility
25619,1,0.991834065,-0.0082,Volatility
25620,1,0.988331726,-0.0117,Volatility
25621,1,1.000805482,0.0008,Volatility
25622,1,0.991807395,-0.0082,Volatility
25623,1,1.013007405,0.013,Volatility
25624,1,0.984927315,-0.0151,Volatility
25625,1,0.987844373,-0.0122,Volatility
25626,1,0.993638715,-0.0064,Volatility
25627,1,1.00548337,0.0055,Volatility
25628,1,0.999855106,-0.0001,Volatility
25629,1,1.002107731,0.0021,Volatility
25630,1,0.99263053,-0.0074,Volatility
25631,1,0.98955686,-0.0104,Volatility
25632,1,0.981107167,-0.0189,Volatility
25633,1,1.008866423,0.0089,Volatility
25634,1,0.994631311,-0.0054,Volatility
25635,1,0.991468093,-0.0085,Volatility
25636,1,1.028573197,0.0286,Volatility
25637,1,0.996557136,-0.0034,Volatility
25638,1,0.999209859,-0.0008,Volatility
25639,1,0.999815139,-0.0002,Volatility
25640,1,0.989366839,-0.0106,Volatility
25641,1,0.991083911,-0.0089,Volatility
25642,1,1.004608098,0.0046,Volatility
25643,1,0.998165254,-0.0018,Volatility
25644,1,1.018378326,0.0184,Volatility
25645,1,1.006705035,0.0067,Volatility
25646,1,1.002409414,0.0024,Volatility
25647,1,0.997719797,-0.0023,Volatility
25648,1,0.99238184,-0.0076,Volatility
25649,1,0.998206583,-0.0018,Volatility
25650,1,0.994304169,-0.0057,Volatility
25651,1,1.006380086,0.0064,Volatility
25652,1,1.022869184,0.0229,Volatility
25653,1,0.997326113,-0.0027,Volatility
25654,1,1.021126725,0.0211,Volatility
25655,1,1.01689892,0.0169,Volatility
25656,1,0.993023709,-0.007,Volatility
25657,1,1.006281119,0.0063,Volatility
25658,1,1.00198411,0.002,Volatility
25659,1,1.000391061,0.0004,Volatility
25660,1,0.980001158,-0.02,Volatility
25661,1,0.994442211,-0.0056,Volatility
25662,1,1.018380839,0.0184,Volatility
25663,1,1.007574266,0.0076,Volatility
25664,1,1.00025031,0.0003,Volatility
25665,1,1.010762701,0.0108,Volatility
25666,1,0.988560358,-0.0114,Volatility
25667,1,1.000347459,0.0003,Volatility
25668,1,1.005351097,0.0054,Volatility
25669,1,0.995269353,-0.0047,Volatility
25670,1,1.025775512,0.0258,Volatility
25671,1,0.997980605,-0.002,Volatility
25672,1,0.979443155,-0.0206,Volatility
25673,1,1.014436337,0.0144,Volatility
25674,1,1.007978469,0.008,Volatility
25675,1,0.995676025,-0.0043,Volatility
25676,1,1.000562098,0.0006,Volatility
25677,1,1.022992311,0.023,Volatility
25678,1,0.994750133,-0.0052,Volatility
25679,1,0.982170504,-0.0178,Volatility
25680,1,1.010641798,0.0106,Volatility
25681,1,0.994478491,-0.0055,Volatility
25682,1,1.003756339,0.0038,Volatility
25683,1,1.006601797,0.0066,Volatility
25684,1,0.986957712,-0.013,Volatility
25685,1,1.010269366,0.0103,Volatility
25686,1,0.988129974,-0.0119,Volatility
25687,1,1.013626144,0.0136,Volatility
25688,1,0.99671634,-0.0033,Volatility
25689,1,0.983773281,-0.0162,Volatility
25690,1,0.973855179,-0.0261,Volatility
25691,1,1.037088204,0.0371,Volatility
25692,1,0.978286132,-0.0217,Volatility
25693,1,0.998129791,-0.0019,Volatility
25694,1,0.997003824,-0.003,Volatility
25695,1,1.000307122,0.0003,Volatility
25696,1,1.00322142,0.0032,Volatility
25697,1,0.994230277,-0.0058,Volatility
25698,1,1.007552969,0.0076,Volatility
25699,1,1.001829728,0.0018,Volatility
25700,1,0.980289736,-0.0197,Volatility
25701,1,1.011281642,0.0113,Volatility
25702,1,0.998235296,-0.0018,Volatility
25703,1,1.00928394,0.0093,Volatility
25704,1,0.972715624,-0.0273,Volatility
25705,1,0.997059813,-0.0029,Volatility
25706,1,1.002055791,0.0021,Volatility
25707,1,0.997224413,-0.0028,Volatility
25708,1,0.992407196,-0.0076,Volatility
25709,1,0.980549224,-0.0195,Volatility
25710,1,1.009012666,0.009,Volatility
25711,1,0.997918867,-0.0021,Volatility
25712,1,0.985426048,-0.0146,Volatility
25713,1,0.986056009,-0.0139,Volatility
25714,1,1.013884867,0.0139,Volatility
25715,1,0.993091821,-0.0069,Volatility
25716,1,0.99595898,-0.004,Volatility
25717,1,1.00538695,0.0054,Volatility
25718,1,1.002188002,0.0022,Volatility
25719,1,0.991492724,-0.0085,Volatility
25720,1,0.992592188,-0.0074,Volatility
25721,1,1.016125121,0.0161,Volatility
25722,1,0.992820363,-0.0072,Volatility
25723,1,1.005205714,0.0052,Volatility
25724,1,0.998412593,-0.0016,Volatility
25725,1,1.013584047,0.0136,Volatility
25726,1,1.008056586,0.0081,Volatility
25727,1,1.005659663,0.0057,Volatility
25728,1,0.981487679,-0.0185,Volatility
25729,1,0.993358878,-0.0066,Volatility
25730,1,1.000666355,0.0007,Volatility
25731,1,1.004902112,0.0049,Volatility
25732,1,1.008887722,0.0089,Volatility
25733,1,1.017406091,0.0174,Volatility
25734,1,1.013134271,0.0131,Volatility
25735,1,1.022289359,0.0223,Volatility
25736,1,1.00379977,0.0038,Volatility
25737,1,0.984117542,-0.0159,Volatility
25738,1,0.977440676,-0.0226,Volatility
25739,1,1.009506885,0.0095,Volatility
25740,1,1.010294773,0.0103,Volatility
25741,1,1.00869917,0.0087,Volatility
25742,1,0.982410889,-0.0176,Volatility
25743,1,0.998264734,-0.0017,Volatility
25744,1,0.993790227,-0.0062,Volatility
25745,1,0.993302975,-0.0067,Volatility
25746,1,0.999926449,-0.0001,Volatility
25747,1,0.985783597,-0.0142,Volatility
25748,1,0.994380336,-0.0056,Volatility
25749,1,1.003871867,0.0039,Volatility
25750,1,0.986929826,-0.0131,Volatility
25751,1,1.004626755,0.0046,Volatility
25752,1,1.004622618,0.0046,Volatility
25753,1,0.986994094,-0.013,Volatility
25754,1,0.987236308,-0.0128,Volatility
25755,1,1.017720659,0.0177,Volatility
25756,1,1.027599881,0.0276,Volatility
25757,1,0.99647432,-0.0035,Volatility
25758,1,0.980077372,-0.0199,Volatility
25759,1,1.004869156,0.0049,Volatility
25760,1,1.0174693,0.0175,Volatility
25761,1,0.989354008,-0.0106,Volatility
25762,1,1.012837233,0.0128,Volatility
25763,1,1.001598666,0.0016,Volatility
25764,1,0.993837977,-0.0062,Volatility
25765,1,0.998468462,-0.0015,Volatility
25766,1,1.000288367,0.0003,Volatility
25767,1,1.015580983,0.0156,Volatility
25768,1,0.982160822,-0.0178,Volatility
25769,1,0.992979709,-0.007,Volatility
25770,1,0.992366861,-0.0076,Volatility
25771,1,0.998678802,-0.0013,Volatility
25772,1,1.007468903,0.0075,Volatility
25773,1,0.991526136,-0.0085,Volatility
25774,1,0.994075792,-0.0059,Volatility
25775,1,0.987833969,-0.0122,Volatility
25776,1,1.005402571,0.0054,Volatility
25777,1,0.986011327,-0.014,Volatility
25778,1,0.992261591,-0.0077,Volatility
25779,1,1.008442111,0.0084,Volatility
25780,1,1.007760675,0.0078,Volatility
25781,1,1.021512094,0.0215,Volatility
25782,1,0.99867266,-0.0013,Volatility
25783,1,1.007556754,0.0076,Volatility
25784,1,0.988994845,-0.011,Volatility
25785,1,0.998141535,-0.0019,Volatility
25786,1,1.003656231,0.0037,Volatility
25787,1,1.012119875,0.0121,Volatility
25788,1,1.003891519,0.0039,Volatility
25789,1,1.00130804,0.0013,Volatility
25790,1,1.001920923,0.0019,Volatility
25791,1,1.000868299,0.0009,Volatility
25792,1,1.005480649,0.0055,Volatility
25793,1,1.002932815,0.0029,Volatility
25794,1,0.99796106,-0.002,Volatility
25795,1,0.988400428,-0.0116,Volatility
25796,1,0.982879855,-0.0171,Volatility
25797,1,1.008778659,0.0088,Volatility
25798,1,0.999421053,-0.0006,Volatility
25799,1,0.989477016,-0.0105,Volatility
25800,1,0.991861324,-0.0081,Volatility
25801,1,1.005482501,0.0055,Volatility
25802,1,0.996638241,-0.0034,Volatility
25803,1,1.00168573,0.0017,Volatility
25804,1,1.000150917,0.0002,Volatility
25805,1,1.016758442,0.0168,Volatility
25806,1,1.009006559,0.009,Volatility
25807,1,0.997289742,-0.0027,Volatility
25808,1,1.014845821,0.0148,Volatility
25809,1,1.003622464,0.0036,Volatility
25810,1,1.027860711,0.0279,Volatility
25811,1,1.014807449,0.0148,Volatility
25812,1,0.991810124,-0.0082,Volatility
25813,1,0.989726137,-0.0103,Volatility
25814,1,0.981015616,-0.019,Volatility
25815,1,1.003009638,0.003,Volatility
25816,1,1.018023027,0.018,Volatility
25817,1,1.002170302,0.0022,Volatility
25818,1,1.014677078,0.0147,Volatility
25819,1,0.992316583,-0.0077,Volatility
25820,1,0.988844124,-0.0112,Volatility
25821,1,1.024192581,0.0242,Volatility
25822,1,1.005330869,0.0053,Volatility
25823,1,1.014499764,0.0145,Volatility
25824,1,0.987786227,-0.0122,Volatility
25825,1,1.009100343,0.0091,Volatility
25826,1,1.006489921,0.0065,Volatility
25827,1,1.016233565,0.0162,Volatility
25828,1,0.976375232,-0.0236,Volatility
25829,1,0.997465987,-0.0025,Volatility
25830,1,1.004534432,0.0045,Volatility
25831,1,0.998530417,-0.0015,Volatility
25832,1,1.00308449,0.0031,Volatility
25833,1,0.9846847,-0.0153,Volatility
25834,1,0.985943867,-0.0141,Volatility
25835,1,0.990591541,-0.0094,Volatility
25836,1,1.002432968,0.0024,Volatility
25837,1,0.998908558,-0.0011,Volatility
25838,1,1.003873813,0.0039,Volatility
25839,1,0.997577946,-0.0024,Volatility
25840,1,1.018870912,0.0189,Volatility
25841,1,0.994592104,-0.0054,Volatility
25842,1,1.026392234,0.0264,Volatility
25843,1,0.988032443,-0.012,Volatility
25844,1,0.992076934,-0.0079,Volatility
25845,1,0.991495493,-0.0085,Volatility
25846,1,0.990225294,-0.0098,Volatility
25847,1,0.988126209,-0.0119,Volatility
25848,1,1.004961936,0.005,Volatility
25849,1,0.99967039,-0.0003,Volatility
25850,1,1.016050996,0.0161,Volatility
25851,1,0.985321721,-0.0147,Volatility
25852,1,1.003888565,0.0039,Volatility
25853,1,1.013277795,0.0133,Volatility
25854,1,1.000799943,0.0008,Volatility
25855,1,1.002358151,0.0024,Volatility
25856,1,1.006914596,0.0069,Volatility
25857,1,1.006209523,0.0062,Volatility
25858,1,0.989534039,-0.0105,Volatility
25859,1,0.996851174,-0.0031,Volatility
25860,1,1.007309604,0.0073,Volatility
25861,1,0.992528065,-0.0075,Volatility
25862,1,1.004195269,0.0042,Volatility
25863,1,1.003603605,0.0036,Volatility
25864,1,0.99625238,-0.0037,Volatility
25865,1,1.004103072,0.0041,Volatility
25866,1,1.008127136,0.0081,Volatility
25867,1,1.007524108,0.0075,Volatility
25868,1,0.986454156,-0.0135,Volatility
25869,1,1.005296416,0.0053,Volatility
25870,1,0.989565203,-0.0104,Volatility
25871,1,1.008634702,0.0086,Volatility
25872,1,1.011775115,0.0118,Volatility
25873,1,1.012973462,0.013,Volatility
25874,1,0.99263101,-0.0074,Volatility
25875,1,1.003214141,0.0032,Volatility
25876,1,1.0021725,0.0022,Volatility
25877,1,1.030803846,0.0308,Volatility
25878,1,0.987640316,-0.0124,Volatility
25879,1,0.992542409,-0.0075,Volatility
25880,1,0.979877632,-0.0201,Volatility
25881,1,1.010839654,0.0108,Volatility
25882,1,1.015181151,0.0152,Volatility
25883,1,1.002805456,0.0028,Volatility
25884,1,0.998891626,-0.0011,Volatility
25885,1,0.969530566,-0.0305,Volatility
25886,1,0.999021769,-0.001,Volatility
25887,1,1.012873368,0.0129,Volatility
25888,1,0.996921639,-0.0031,Volatility
25889,1,0.987851902,-0.0121,Volatility
25890,1,1.013373946,0.0134,Volatility
25891,1,0.990204796,-0.0098,Volatility
25892,1,1.029387595,0.0294,Volatility
25893,1,0.987165087,-0.0128,Volatility
25894,1,1.010993611,0.011,Volatility
25895,1,0.990908298,-0.0091,Volatility
25896,1,0.982189391,-0.0178,Volatility
25897,1,0.993094902,-0.0069,Volatility
25898,1,0.998398303,-0.0016,Volatility
25899,1,1.003778397,0.0038,Volatility
25900,1,0.98769076,-0.0123,Volatility
25901,1,1.004134731,0.0041,Volatility
25902,1,1.004909585,0.0049,Volatility
25903,1,0.982606194,-0.0174,Volatility
25904,1,1.002028442,0.002,Volatility
25905,1,0.995933839,-0.0041,Volatility
25906,1,1.000228889,0.0002,Volatility
25907,1,1.014673972,0.0147,Volatility
25908,1,1.008919676,0.0089,Volatility
25909,1,1.005978467,0.006,Volatility
25910,1,0.990132728,-0.0099,Volatility
25911,1,0.99773606,-0.0023,Volatility
25912,1,0.993398821,-0.0066,Volatility
25913,1,1.000168989,0.0002,Volatility
25914,1,0.999580522,-0.0004,Volatility
25915,1,0.999363121,-0.0006,Volatility
25916,1,0.980458514,-0.0195,Volatility
25917,1,1.006806263,0.0068,Volatility
25918,1,0.993010432,-0.007,Volatility
25919,1,0.985923433,-0.0141,Volatility
25920,1,0.99010656,-0.0099,Volatility
25921,1,1.001758915,0.0018,Volatility
25922,1,0.988607832,-0.0114,Volatility
25923,1,0.993163623,-0.0068,Volatility
25924,1,0.998256528,-0.0017,Volatility
25925,1,0.998839265,-0.0012,Volatility
25926,1,1.034677686,0.0347,Volatility
25927,1,0.991678706,-0.0083,Volatility
25928,1,0.995617183,-0.0044,Volatility
25929,1,0.999001211,-0.001,Volatility
25930,1,0.986775309,-0.0132,Volatility
25931,1,0.984396543,-0.0156,Volatility
25932,1,0.993910501,-0.0061,Volatility
25933,1,1.009579702,0.0096,Volatility
25934,1,0.99706557,-0.0029,Volatility
25935,1,0.979024243,-0.021,Volatility
25936,1,0.998834423,-0.0012,Volatility
25937,1,0.981523198,-0.0185,Volatility
25938,1,0.986458606,-0.0135,Volatility
25939,1,0.995122088,-0.0049,Volatility
25940,1,1.00537253,0.0054,Volatility
25941,1,0.982847536,-0.0172,Volatility
25942,1,1.010387744,0.0104,Volatility
25943,1,1.004206666,0.0042,Volatility
25944,1,0.99626454,-0.0037,Volatility
25945,1,0.984288119,-0.0157,Volatility
25946,1,1.007031928,0.007,Volatility
25947,1,0.996289513,-0.0037,Volatility
