Simulation_Number,T0,T1,Percentage_Change,Class
3247,1,0.988444193,-0.0116,Volatility
3248,1,1.00766365,0.0077,Volatility
3249,1,1.017949197,0.0179,Volatility
3250,1,1.018719981,0.0187,Volatility
3251,1,0.980381625,-0.0196,Volatility
3252,1,1.010990736,0.011,Volatility
3253,1,1.007906421,0.0079,Volatility
3254,1,0.99899631,-0.001,Volatility
3255,1,0.992807693,-0.0072,Volatility
3256,1,1.004336597,0.0043,Volatility
3257,1,1.010919921,0.0109,Volatility
3258,1,0.990890209,-0.0091,Volatility
3259,1,1.000167084,0.0002,Volatility
3260,1,1.003446842,0.0034,Volatility
3261,1,0.982934769,-0.0171,Volatility
3262,1,0.997337015,-0.0027,Volatility
3263,1,1.003758881,0.0038,Volatility
3264,1,1.003231882,0.0032,Volatility
3265,1,0.98329538,-0.0167,Volatility
3266,1,1.005688777,0.0057,Volatility
3267,1,0.995918337,-0.0041,Volatility
3268,1,1.013771702,0.0138,Volatility
3269,1,1.01830054,0.0183,Volatility
3270,1,0.995900093,-0.0041,Volatility
3271,1,1.008903247,0.0089,Volatility
3272,1,1.018477422,0.0185,Volatility
3273,1,1.003224178,0.0032,Volatility
3274,1,1.004079249,0.0041,Volatility
3275,1,0.987381061,-0.0126,Volatility
3276,1,1.022572261,0.0226,Volatility
3277,1,0.99725237,-0.0027,Volatility
3278,1,0.992039313,-0.008,Volatility
3279,1,0.983004337,-0.017,Volatility
3280,1,1.005757505,0.0058,Volatility
3281,1,0.991749763,-0.0083,Volatility
3282,1,0.995451041,-0.0045,Volatility
3283,1,1.013942085,0.0139,Volatility
3284,1,0.999655869,-0.0003,Volatility
3285,1,1.002327081,0.0023,Volatility
3286,1,0.979974313,-0.02,Volatility
3287,1,1.01736087,0.0174,Volatility
3288,1,1.011330625,0.0113,Volatility
3289,1,0.997383896,-0.0026,Volatility
3290,1,0.989421954,-0.0106,Volatility
3291,1,0.982441341,-0.0176,Volatility
3292,1,0.995221806,-0.0048,Volatility
3293,1,1.021528609,0.0215,Volatility
3294,1,1.001342184,0.0013,Volatility
3295,1,0.994786203,-0.0052,Volatility
3296,1,1.002928104,0.0029,Volatility
3297,1,1.002409534,0.0024,Volatility
3298,1,0.98780729,-0.0122,Volatility
3299,1,1.004296925,0.0043,Volatility
3300,1,0.999550324,-0.0004,Volatility
3301,1,0.980830461,-0.0192,Volatility
3302,1,0.998921062,-0.0011,Volatility
3303,1,1.010714336,0.0107,Volatility
3304,1,0.990985159,-0.009,Volatility
3305,1,0.980682041,-0.0193,Volatility
3306,1,0.98780756,-0.0122,Volatility
3307,1,1.000007038,0,Volatility
3308,1,1.000084938,0.0001,Volatility
3309,1,0.9975044,-0.0025,Volatility
3310,1,1.001709038,0.0017,Volatility
3311,1,1.004668608,0.0047,Volatility
3312,1,1.003243302,0.0032,Volatility
3313,1,1.005376547,0.0054,Volatility
3314,1,0.999915843,-0.0001,Volatility
3315,1,1.018234827,0.0182,Volatility
3316,1,1.012968434,0.013,Volatility
3317,1,0.988808226,-0.0112,Volatility
3318,1,1.009961314,0.01,Volatility
3319,1,0.997204104,-0.0028,Volatility
3320,1,0.998607587,-0.0014,Volatility
3321,1,1.010479581,0.0105,Volatility
3322,1,1.000120759,0.0001,Volatility
3323,1,0.999308854,-0.0007,Volatility
3324,1,1.004294059,0.0043,Volatility
3325,1,0.990826739,-0.0092,Volatility
3326,1,0.996705904,-0.0033,Volatility
3327,1,0.994152944,-0.0058,Volatility
3328,1,1.014711773,0.0147,Volatility
3329,1,1.010797467,0.0108,Volatility
3330,1,0.995851982,-0.0041,Volatility
3331,1,1.010144614,0.0101,Volatility
3332,1,1.002535853,0.0025,Volatility
3333,1,0.989045778,-0.011,Volatility
3334,1,0.996406511,-0.0036,Volatility
3335,1,1.00043015,0.0004,Volatility
3336,1,1.01411127,0.0141,Volatility
3337,1,1.013503598,0.0135,Volatility
3338,1,0.973108588,-0.0269,Volatility
3339,1,1.002895322,0.0029,Volatility
3340,1,0.999994293,0,Volatility
3341,1,1.010880223,0.0109,Volatility
3342,1,0.993594872,-0.0064,Volatility
3343,1,1.019593332,0.0196,Volatility
3344,1,1.021401732,0.0214,Volatility
3345,1,1.004598642,0.0046,Volatility
3346,1,0.992381487,-0.0076,Volatility
3347,1,1.004653496,0.0047,Volatility
3348,1,0.995760187,-0.0042,Volatility
3349,1,0.983097884,-0.0169,Volatility
3350,1,1.004417371,0.0044,Volatility
3351,1,1.001075357,0.0011,Volatility
3352,1,1.00192255,0.0019,Volatility
3353,1,0.995204361,-0.0048,Volatility
3354,1,1.007291814,0.0073,Volatility
3355,1,0.997522301,-0.0025,Volatility
3356,1,1.003531706,0.0035,Volatility
3357,1,1.003912467,0.0039,Volatility
3358,1,0.988807204,-0.0112,Volatility
3359,1,0.985302545,-0.0147,Volatility
3360,1,0.978536973,-0.0215,Volatility
3361,1,1.000232419,0.0002,Volatility
3362,1,1.009876243,0.0099,Volatility
3363,1,1.005958521,0.006,Volatility
3364,1,1.001083705,0.0011,Volatility
3365,1,0.997162679,-0.0028,Volatility
3366,1,0.983391967,-0.0166,Volatility
3367,1,1.003173985,0.0032,Volatility
3368,1,1.015057235,0.0151,Volatility
3369,1,1.003614103,0.0036,Volatility
3370,1,0.99752683,-0.0025,Volatility
3371,1,1.025228907,0.0252,Volatility
3372,1,1.001355204,0.0014,Volatility
3373,1,1.000418214,0.0004,Volatility
3374,1,1.00280157,0.0028,Volatility
3375,1,0.986723309,-0.0133,Volatility
3376,1,0.997763766,-0.0022,Volatility
3377,1,1.00095581,0.001,Volatility
3378,1,1.011932011,0.0119,Volatility
3379,1,1.012903216,0.0129,Volatility
3380,1,0.999672924,-0.0003,Volatility
3381,1,1.006038909,0.006,Volatility
3382,1,1.001397856,0.0014,Volatility
3383,1,1.010060247,0.0101,Volatility
3384,1,1.016419043,0.0164,Volatility
3385,1,1.000765708,0.0008,Volatility
3386,1,0.97896437,-0.021,Volatility
3387,1,1.002819069,0.0028,Volatility
3388,1,1.014330152,0.0143,Volatility
3389,1,0.983334993,-0.0167,Volatility
3390,1,0.98347684,-0.0165,Volatility
3391,1,0.989086752,-0.0109,Volatility
3392,1,1.004682312,0.0047,Volatility
3393,1,1.002598604,0.0026,Volatility
3394,1,1.002033176,0.002,Volatility
3395,1,0.990414309,-0.0096,Volatility
3396,1,0.995192922,-0.0048,Volatility
3397,1,0.986807058,-0.0132,Volatility
3398,1,0.991063315,-0.0089,Volatility
3399,1,1.012524268,0.0125,Volatility
3400,1,0.989460134,-0.0105,Volatility
3401,1,1.026299789,0.0263,Volatility
3402,1,0.999455373,-0.0005,Volatility
3403,1,1.001587211,0.0016,Volatility
3404,1,1.01672405,0.0167,Volatility
3405,1,0.998802516,-0.0012,Volatility
3406,1,0.992021672,-0.008,Volatility
3407,1,0.904885588,-0.0951,Jump
3408,1,1.016527106,0.0165,Volatility
3409,1,0.996926832,-0.0031,Volatility
3410,1,1.010210625,0.0102,Volatility
3411,1,1.006263322,0.0063,Volatility
3412,1,1.016978585,0.017,Volatility
3413,1,0.994030816,-0.006,Volatility
3414,1,1.014592611,0.0146,Volatility
3415,1,0.989280352,-0.0107,Volatility
3416,1,1.008808561,0.0088,Volatility
3417,1,0.992435253,-0.0076,Volatility
3418,1,0.989338189,-0.0107,Volatility
3419,1,1.011114673,0.0111,Volatility
3420,1,0.994679242,-0.0053,Volatility
3421,1,0.996669803,-0.0033,Volatility
3422,1,0.998825446,-0.0012,Volatility
3423,1,0.997355193,-0.0026,Volatility
3424,1,1.022603943,0.0226,Volatility
3425,1,0.978805264,-0.0212,Volatility
3426,1,1.013197199,0.0132,Volatility
3427,1,0.995684412,-0.0043,Volatility
3428,1,1.018139479,0.0181,Volatility
3429,1,1.001889379,0.0019,Volatility
3430,1,1.007155933,0.0072,Volatility
3431,1,1.009972822,0.01,Volatility
3432,1,0.990779524,-0.0092,Volatility
3433,1,1.026633281,0.0266,Volatility
3434,1,0.993062568,-0.0069,Volatility
3435,1,1.004244912,0.0042,Volatility
3436,1,0.98934672,-0.0107,Volatility
3437,1,0.970676312,-0.0293,Volatility
3438,1,0.985017536,-0.015,Volatility
3439,1,1.007701257,0.0077,Volatility
3440,1,1.011344555,0.0113,Volatility
3441,1,0.995599261,-0.0044,Volatility
3442,1,1.004292564,0.0043,Volatility
3443,1,1.014711914,0.0147,Volatility
3444,1,1.012252721,0.0123,Volatility
3445,1,1.001383088,0.0014,Volatility
3446,1,0.983594713,-0.0164,Volatility
3447,1,0.991397561,-0.0086,Volatility
3448,1,0.983971754,-0.016,Volatility
3449,1,0.990585225,-0.0094,Volatility
3450,1,1.019956896,0.02,Volatility
3451,1,0.991488635,-0.0085,Volatility
3452,1,0.999752605,-0.0002,Volatility
3453,1,1.002627181,0.0026,Volatility
3454,1,0.994162235,-0.0058,Volatility
3455,1,0.99739137,-0.0026,Volatility
3456,1,1.015633467,0.0156,Volatility
3457,1,1.010093266,0.0101,Volatility
3458,1,0.993963149,-0.006,Volatility
3459,1,1.002279855,0.0023,Volatility
3460,1,0.971366253,-0.0286,Volatility
3461,1,0.991265315,-0.0087,Volatility
3462,1,1.004644942,0.0046,Volatility
3463,1,1.000981379,0.001,Volatility
3464,1,0.996027957,-0.004,Volatility
3465,1,0.994092156,-0.0059,Volatility
3466,1,1.018435809,0.0184,Volatility
3467,1,1.003176914,0.0032,Volatility
3468,1,0.997628339,-0.0024,Volatility
3469,1,1.000845205,0.0008,Volatility
3470,1,1.027424502,0.0274,Volatility
3471,1,0.996803286,-0.0032,Volatility
3472,1,1.01575654,0.0158,Volatility
3473,1,0.999138556,-0.0009,Volatility
3474,1,0.994690534,-0.0053,Volatility
3475,1,0.985929896,-0.0141,Volatility
3476,1,1.019927995,0.0199,Volatility
3477,1,1.004434136,0.0044,Volatility
3478,1,0.995026051,-0.005,Volatility
3479,1,0.999144637,-0.0009,Volatility
3480,1,0.996636148,-0.0034,Volatility
3481,1,1.00896401,0.009,Volatility
3482,1,1.009118677,0.0091,Volatility
3483,1,1.004638822,0.0046,Volatility
3484,1,1.01434501,0.0143,Volatility
3485,1,0.986634721,-0.0134,Volatility
3486,1,1.00275549,0.0028,Volatility
3487,1,0.979417313,-0.0206,Volatility
3488,1,1.00790012,0.0079,Volatility
3489,1,0.99334228,-0.0067,Volatility
3490,1,1.006062616,0.0061,Volatility
3491,1,0.987500583,-0.0125,Volatility
3492,1,1.004551354,0.0046,Volatility
3493,1,1.017587332,0.0176,Volatility
3494,1,0.996924277,-0.0031,Volatility
3495,1,1.010241555,0.0102,Volatility
3496,1,1.031814478,0.0318,Volatility
3497,1,1.005814699,0.0058,Volatility
3498,1,0.995649317,-0.0044,Volatility
3499,1,0.984963665,-0.015,Volatility
3500,1,0.988283994,-0.0117,Volatility
3501,1,0.998651682,-0.0013,Volatility
3502,1,1.017560389,0.0176,Volatility
3503,1,1.011708368,0.0117,Volatility
3504,1,1.0020252,0.002,Volatility
3505,1,1.004219079,0.0042,Volatility
3506,1,1.001479378,0.0015,Volatility
3507,1,0.977985506,-0.022,Volatility
3508,1,1.004033624,0.004,Volatility
3509,1,1.011644266,0.0116,Volatility
3510,1,0.996260008,-0.0037,Volatility
3511,1,1.010048702,0.01,Volatility
3512,1,0.994336469,-0.0057,Volatility
3513,1,0.996265078,-0.0037,Volatility
3514,1,1.001752902,0.0018,Volatility
3515,1,1.007533119,0.0075,Volatility
3516,1,1.00137258,0.0014,Volatility
3517,1,1.00160334,0.0016,Volatility
3518,1,1.018868045,0.0189,Volatility
3519,1,1.000301475,0.0003,Volatility
3520,1,1.003171145,0.0032,Volatility
3521,1,1.007054142,0.0071,Volatility
3522,1,1.025143497,0.0251,Volatility
3523,1,0.998654189,-0.0013,Volatility
3524,1,0.989532653,-0.0105,Volatility
3525,1,1.010742812,0.0107,Volatility
3526,1,0.984251099,-0.0157,Volatility
3527,1,1.002990903,0.003,Volatility
3528,1,0.99948978,-0.0005,Volatility
3529,1,1.010664435,0.0107,Volatility
3530,1,0.99297653,-0.007,Volatility
3531,1,1.003398852,0.0034,Volatility
3532,1,0.993322102,-0.0067,Volatility
3533,1,1.009223628,0.0092,Volatility
3534,1,1.006298239,0.0063,Volatility
3535,1,1.00812569,0.0081,Volatility
3536,1,1.000528736,0.0005,Volatility
3537,1,0.998291656,-0.0017,Volatility
3538,1,1.004121162,0.0041,Volatility
3539,1,1.006606861,0.0066,Volatility
3540,1,1.001360368,0.0014,Volatility
3541,1,0.997521484,-0.0025,Volatility
3542,1,0.993761805,-0.0062,Volatility
3543,1,0.977529282,-0.0225,Volatility
3544,1,0.994978534,-0.005,Volatility
3545,1,0.987540998,-0.0125,Volatility
3546,1,1.023787243,0.0238,Volatility
3547,1,1.004119812,0.0041,Volatility
3548,1,0.990253271,-0.0097,Volatility
3549,1,1.002422004,0.0024,Volatility
3550,1,1.002220899,0.0022,Volatility
3551,1,1.008534976,0.0085,Volatility
3552,1,1.008346524,0.0083,Volatility
3553,1,1.004688476,0.0047,Volatility
3554,1,0.984551571,-0.0154,Volatility
3555,1,1.012729285,0.0127,Volatility
3556,1,0.986786598,-0.0132,Volatility
3557,1,0.998165289,-0.0018,Volatility
3558,1,0.989298631,-0.0107,Volatility
3559,1,1.00753379,0.0075,Volatility
3560,1,1.027640798,0.0276,Volatility
3561,1,0.989372858,-0.0106,Volatility
3562,1,0.999554602,-0.0004,Volatility
3563,1,0.995028517,-0.005,Volatility
3564,1,0.99179503,-0.0082,Volatility
3565,1,0.99039717,-0.0096,Volatility
3566,1,0.99796919,-0.002,Volatility
3567,1,1.000253464,0.0003,Volatility
3568,1,0.99207381,-0.0079,Volatility
3569,1,1.000258498,0.0003,Volatility
3570,1,0.979717346,-0.0203,Volatility
3571,1,0.999492843,-0.0005,Volatility
3572,1,1.02665317,0.0267,Volatility
3573,1,0.999866946,-0.0001,Volatility
3574,1,0.985806125,-0.0142,Volatility
3575,1,0.997062688,-0.0029,Volatility
3576,1,1.025306779,0.0253,Volatility
3577,1,1.001715834,0.0017,Volatility
3578,1,1.000749477,0.0007,Volatility
3579,1,0.997836682,-0.0022,Volatility
3580,1,0.993408968,-0.0066,Volatility
3581,1,1.015470447,0.0155,Volatility
3582,1,1.01519434,0.0152,Volatility
3583,1,1.015278663,0.0153,Volatility
3584,1,0.986354053,-0.0136,Volatility
3585,1,0.995285078,-0.0047,Volatility
3586,1,1.025913213,0.0259,Volatility
3587,1,1.008227738,0.0082,Volatility
3588,1,1.006053183,0.0061,Volatility
3589,1,1.005614058,0.0056,Volatility
3590,1,1.003455974,0.0035,Volatility
3591,1,1.008109392,0.0081,Volatility
3592,1,0.997041691,-0.003,Volatility
3593,1,1.012844866,0.0128,Volatility
3594,1,1.012915038,0.0129,Volatility
3595,1,0.994737362,-0.0053,Volatility
3596,1,0.99475167,-0.0052,Volatility
3597,1,0.996788269,-0.0032,Volatility
3598,1,1.002846985,0.0028,Volatility
3599,1,0.992947447,-0.0071,Volatility
3600,1,0.984291064,-0.0157,Volatility
3601,1,0.992826763,-0.0072,Volatility
3602,1,0.989879096,-0.0101,Volatility
3603,1,1.001380219,0.0014,Volatility
3604,1,0.982176574,-0.0178,Volatility
3605,1,0.988941318,-0.0111,Volatility
3606,1,1.020410195,0.0204,Volatility
3607,1,1.001081259,0.0011,Volatility
3608,1,1.005645336,0.0056,Volatility
3609,1,0.979985266,-0.02,Volatility
3610,1,1.017627096,0.0176,Volatility
3611,1,1.016331576,0.0163,Volatility
3612,1,1.002286794,0.0023,Volatility
3613,1,1.001117454,0.0011,Volatility
3614,1,1.011349023,0.0113,Volatility
3615,1,1.013879515,0.0139,Volatility
3616,1,1.016249838,0.0162,Volatility
3617,1,1.000116326,0.0001,Volatility
3618,1,1.003682018,0.0037,Volatility
3619,1,0.98237293,-0.0176,Volatility
3620,1,0.99829958,-0.0017,Volatility
3621,1,0.988603345,-0.0114,Volatility
3622,1,1.023131244,0.0231,Volatility
3623,1,1.004536041,0.0045,Volatility
3624,1,0.987947551,-0.0121,Volatility
3625,1,0.99893966,-0.0011,Volatility
3626,1,0.991165565,-0.0088,Volatility
3627,1,0.996474631,-0.0035,Volatility
3628,1,1.014921197,0.0149,Volatility
3629,1,0.996015635,-0.004,Volatility
3630,1,1.009167944,0.0092,Volatility
3631,1,1.005972537,0.006,Volatility
3632,1,0.988307572,-0.0117,Volatility
3633,1,0.999610374,-0.0004,Volatility
3634,1,1.003220156,0.0032,Volatility
3635,1,0.990742741,-0.0093,Volatility
3636,1,1.010136645,0.0101,Volatility
3637,1,0.99682487,-0.0032,Volatility
3638,1,0.998656785,-0.0013,Volatility
3639,1,0.994112796,-0.0059,Volatility
3640,1,1.004460259,0.0045,Volatility
3641,1,0.994704802,-0.0053,Volatility
3642,1,1.01658912,0.0166,Volatility
3643,1,1.012803563,0.0128,Volatility
3644,1,1.000815423,0.0008,Volatility
3645,1,0.998760513,-0.0012,Volatility
3646,1,1.01232601,0.0123,Volatility
3647,1,1.002793093,0.0028,Volatility
3648,1,1.019448264,0.0194,Volatility
3649,1,0.991511781,-0.0085,Volatility
3650,1,0.997167903,-0.0028,Volatility
3651,1,1.021210522,0.0212,Volatility
3652,1,1.00338674,0.0034,Volatility
3653,1,1.014771301,0.0148,Volatility
3654,1,1.001442618,0.0014,Volatility
3655,1,0.995736968,-0.0043,Volatility
3656,1,1.001362985,0.0014,Volatility
3657,1,0.988033251,-0.012,Volatility
3658,1,1.007767927,0.0078,Volatility
3659,1,0.982619587,-0.0174,Volatility
3660,1,0.972939483,-0.0271,Volatility
3661,1,0.996656581,-0.0033,Volatility
3662,1,0.987057409,-0.0129,Volatility
3663,1,0.989304294,-0.0107,Volatility
3664,1,0.999077959,-0.0009,Volatility
3665,1,0.990657398,-0.0093,Volatility
3666,1,0.996487947,-0.0035,Volatility
3667,1,1.004908083,0.0049,Volatility
3668,1,1.016029344,0.016,Volatility
3669,1,1.000959931,0.001,Volatility
3670,1,0.986558027,-0.0134,Volatility
3671,1,1.000949815,0.0009,Volatility
3672,1,1.000372421,0.0004,Volatility
3673,1,1.010457365,0.0105,Volatility
3674,1,1.004529126,0.0045,Volatility
3675,1,1.011970259,0.012,Volatility
3676,1,0.99170919,-0.0083,Volatility
3677,1,0.998621846,-0.0014,Volatility
3678,1,0.989269043,-0.0107,Volatility
3679,1,1.002366081,0.0024,Volatility
3680,1,0.997783424,-0.0022,Volatility
3681,1,1.02052714,0.0205,Volatility
3682,1,1.007152271,0.0072,Volatility
3683,1,1.005541122,0.0055,Volatility
3684,1,0.998668802,-0.0013,Volatility
3685,1,0.992645152,-0.0074,Volatility
3686,1,1.015612352,0.0156,Volatility
3687,1,1.009688993,0.0097,Volatility
3688,1,0.991921234,-0.0081,Volatility
3689,1,1.011949073,0.0119,Volatility
3690,1,0.996442684,-0.0036,Volatility
3691,1,1.011235758,0.0112,Volatility
3692,1,0.989440909,-0.0106,Volatility
3693,1,1.004057974,0.0041,Volatility
3694,1,1.020227169,0.0202,Volatility
3695,1,1.003326376,0.0033,Volatility
3696,1,1.000440923,0.0004,Volatility
3697,1,1.015836339,0.0158,Volatility
3698,1,1.01144932,0.0114,Volatility
3699,1,1.019272366,0.0193,Volatility
3700,1,0.994297964,-0.0057,Volatility
3701,1,0.997615403,-0.0024,Volatility
3702,1,0.991073922,-0.0089,Volatility
3703,1,0.996771583,-0.0032,Volatility
3704,1,1.016549984,0.0165,Volatility
3705,1,1.020592533,0.0206,Volatility
3706,1,1.005535466,0.0055,Volatility
3707,1,0.99319548,-0.0068,Volatility
3708,1,1.000632669,0.0006,Volatility
3709,1,1.003449394,0.0034,Volatility
3710,1,1.017312677,0.0173,Volatility
3711,1,1.00448895,0.0045,Volatility
3712,1,0.978258727,-0.0217,Volatility
3713,1,1.014194286,0.0142,Volatility
3714,1,1.011579838,0.0116,Volatility
3715,1,1.02000064,0.02,Volatility
3716,1,1.004801516,0.0048,Volatility
3717,1,0.983476957,-0.0165,Volatility
3718,1,1.008572044,0.0086,Volatility
3719,1,0.989050486,-0.0109,Volatility
3720,1,1.027476917,0.0275,Volatility
3721,1,1.010627885,0.0106,Volatility
3722,1,0.993365768,-0.0066,Volatility
3723,1,1.008799254,0.0088,Volatility
3724,1,1.006403528,0.0064,Volatility
3725,1,1.008415477,0.0084,Volatility
3726,1,0.993919308,-0.0061,Volatility
3727,1,0.981533022,-0.0185,Volatility
3728,1,0.998288426,-0.0017,Volatility
3729,1,1.01680119,0.0168,Volatility
3730,1,0.98438543,-0.0156,Volatility
3731,1,0.994947624,-0.0051,Volatility
3732,1,1.005724939,0.0057,Volatility
3733,1,0.985614931,-0.0144,Volatility
3734,1,1.008039092,0.008,Volatility
3735,1,0.994923104,-0.0051,Volatility
3736,1,1.005262586,0.0053,Volatility
3737,1,1.005293504,0.0053,Volatility
3738,1,0.990308343,-0.0097,Volatility
3739,1,1.015332173,0.0153,Volatility
3740,1,0.990170466,-0.0098,Volatility
3741,1,1.0077398,0.0077,Volatility
3742,1,1.006445578,0.0064,Volatility
3743,1,1.005698961,0.0057,Volatility
3744,1,1.002121286,0.0021,Volatility
3745,1,1.006004991,0.006,Volatility
3746,1,1.002684197,0.0027,Volatility
3747,1,0.996997026,-0.003,Volatility
3748,1,1.010110587,0.0101,Volatility
3749,1,1.002841582,0.0028,Volatility
3750,1,1.004651405,0.0047,Volatility
3751,1,0.990064492,-0.0099,Volatility
3752,1,1.009832493,0.0098,Volatility
3753,1,0.999762503,-0.0002,Volatility
3754,1,1.012738545,0.0127,Volatility
3755,1,1.011223628,0.0112,Volatility
3756,1,0.994622989,-0.0054,Volatility
3757,1,1.005406759,0.0054,Volatility
3758,1,1.008882655,0.0089,Volatility
3759,1,0.984401393,-0.0156,Volatility
3760,1,0.979586705,-0.0204,Volatility
3761,1,0.992471667,-0.0075,Volatility
3762,1,0.984798435,-0.0152,Volatility
3763,1,1.005921753,0.0059,Volatility
3764,1,1.002663754,0.0027,Volatility
3765,1,1.003545495,0.0035,Volatility
3766,1,1.013786208,0.0138,Volatility
3767,1,0.996801355,-0.0032,Volatility
3768,1,1.009765339,0.0098,Volatility
3769,1,0.983697586,-0.0163,Volatility
3770,1,0.99880233,-0.0012,Volatility
3771,1,0.988622159,-0.0114,Volatility
3772,1,0.998806606,-0.0012,Volatility
3773,1,0.995006626,-0.005,Volatility
3774,1,0.993351711,-0.0066,Volatility
3775,1,1.003968666,0.004,Volatility
3776,1,0.997914958,-0.0021,Volatility
3777,1,1.005733402,0.0057,Volatility
3778,1,1.015332368,0.0153,Volatility
3779,1,1.012179386,0.0122,Volatility
3780,1,0.993792312,-0.0062,Volatility
3781,1,0.988039745,-0.012,Volatility
3782,1,1.006410267,0.0064,Volatility
3783,1,1.005472245,0.0055,Volatility
3784,1,0.990913053,-0.0091,Volatility
3785,1,0.997853263,-0.0021,Volatility
3786,1,1.030398406,0.0304,Volatility
3787,1,1.013165395,0.0132,Volatility
3788,1,1.007406369,0.0074,Volatility
3789,1,1.020761147,0.0208,Volatility
3790,1,0.994596496,-0.0054,Volatility
3791,1,0.997441406,-0.0026,Volatility
3792,1,1.019360314,0.0194,Volatility
3793,1,1.008419503,0.0084,Volatility
3794,1,1.015931027,0.0159,Volatility
3795,1,0.991153467,-0.0088,Volatility
3796,1,1.000873058,0.0009,Volatility
3797,1,0.999399957,-0.0006,Volatility
3798,1,0.988957386,-0.011,Volatility
3799,1,0.993324164,-0.0067,Volatility
3800,1,0.976495496,-0.0235,Volatility
3801,1,0.991788977,-0.0082,Volatility
3802,1,1.005487292,0.0055,Volatility
3803,1,0.9814885,-0.0185,Volatility
3804,1,0.99187825,-0.0081,Volatility
3805,1,1.003552633,0.0036,Volatility
3806,1,0.986460326,-0.0135,Volatility
3807,1,0.99342476,-0.0066,Volatility
3808,1,1.010987799,0.011,Volatility
3809,1,1.013636674,0.0136,Volatility
3810,1,1.017255709,0.0173,Volatility
3811,1,0.985892499,-0.0141,Volatility
3812,1,0.992958103,-0.007,Volatility
3813,1,0.99986505,-0.0001,Volatility
3814,1,0.992384479,-0.0076,Volatility
3815,1,0.98621772,-0.0138,Volatility
3816,1,1.000836954,0.0008,Volatility
3817,1,0.99603341,-0.004,Volatility
3818,1,1.009527476,0.0095,Volatility
3819,1,0.993699709,-0.0063,Volatility
3820,1,0.994542484,-0.0055,Volatility
3821,1,1.001488117,0.0015,Volatility
3822,1,0.991902388,-0.0081,Volatility
3823,1,0.995671583,-0.0043,Volatility
3824,1,0.99119867,-0.0088,Volatility
3825,1,0.986996297,-0.013,Volatility
3826,1,0.998373504,-0.0016,Volatility
3827,1,0.995054676,-0.0049,Volatility
3828,1,0.998241904,-0.0018,Volatility
3829,1,0.994303625,-0.0057,Volatility
3830,1,1.010752037,0.0108,Volatility
3831,1,0.985318039,-0.0147,Volatility
3832,1,1.024703454,0.0247,Volatility
3833,1,1.000833887,0.0008,Volatility
3834,1,1.009014658,0.009,Volatility
3835,1,1.006086625,0.0061,Volatility
3836,1,1.024159358,0.0242,Volatility
3837,1,1.009916379,0.0099,Volatility
3838,1,1.009013516,0.009,Volatility
3839,1,1.024005472,0.024,Volatility
3840,1,0.996121047,-0.0039,Volatility
3841,1,1.017690121,0.0177,Volatility
3842,1,1.02061809,0.0206,Volatility
3843,1,0.99964104,-0.0004,Volatility
3844,1,1.004812822,0.0048,Volatility
3845,1,0.987939415,-0.0121,Volatility
3846,1,1.014879025,0.0149,Volatility
3847,1,1.016080576,0.0161,Volatility
3848,1,1.000237978,0.0002,Volatility
3849,1,0.985304199,-0.0147,Volatility
3850,1,1.005266651,0.0053,Volatility
3851,1,0.980582053,-0.0194,Volatility
3852,1,0.989087197,-0.0109,Volatility
3853,1,0.989318786,-0.0107,Volatility
3854,1,1.004557104,0.0046,Volatility
3855,1,0.999129467,-0.0009,Volatility
3856,1,1.017470248,0.0175,Volatility
3857,1,0.987626548,-0.0124,Volatility
3858,1,0.99851007,-0.0015,Volatility
3859,1,1.023759104,0.0238,Volatility
3860,1,1.007055816,0.0071,Volatility
3861,1,1.004578052,0.0046,Volatility
3862,1,0.997288629,-0.0027,Volatility
3863,1,1.017869475,0.0179,Volatility
3864,1,0.99462604,-0.0054,Volatility
3865,1,1.009616843,0.0096,Volatility
3866,1,0.997046484,-0.003,Volatility
3867,1,1.003973136,0.004,Volatility
3868,1,0.981118956,-0.0189,Volatility
3869,1,1.00315185,0.0032,Volatility
3870,1,0.990086712,-0.0099,Volatility
3871,1,0.989780245,-0.0102,Volatility
3872,1,1.015482379,0.0155,Volatility
3873,1,1.014737293,0.0147,Volatility
3874,1,1.007108434,0.0071,Volatility
3875,1,0.994754993,-0.0052,Volatility
3876,1,0.99298142,-0.007,Volatility
3877,1,1.01115649,0.0112,Volatility
3878,1,1.015866676,0.0159,Volatility
3879,1,0.995630056,-0.0044,Volatility
3880,1,0.999381466,-0.0006,Volatility
3881,1,0.974594005,-0.0254,Volatility
3882,1,1.00136374,0.0014,Volatility
3883,1,0.975478711,-0.0245,Volatility
3884,1,0.99227768,-0.0077,Volatility
3885,1,0.990025005,-0.01,Volatility
3886,1,1.01234316,0.0123,Volatility
3887,1,0.990102029,-0.0099,Volatility
3888,1,1.000035098,0,Volatility
3889,1,1.003746453,0.0037,Volatility
3890,1,1.008431786,0.0084,Volatility
3891,1,0.988173173,-0.0118,Volatility
3892,1,0.998869113,-0.0011,Volatility
3893,1,0.999485518,-0.0005,Volatility
3894,1,1.012549137,0.0125,Volatility
3895,1,1.008236348,0.0082,Volatility
3896,1,0.977481308,-0.0225,Volatility
3897,1,1.031145646,0.0311,Volatility
3898,1,0.985835112,-0.0142,Volatility
3899,1,0.99176736,-0.0082,Volatility
3900,1,1.011306656,0.0113,Volatility
