,,,,,,F,MGM,NCLH,KSS,GM,CCL,UAA,GPS,NKE,RCL
Datetime,Year,Month,Day,Hour,Minute,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open
2020-06-15 09:30:00-04:00,2020,06,15,09,30,6.179999828,18,18.36000061,21.5,26.61000061,18.13999939,9.18999958,9.800000191,93.90000153,55.75
2020-06-15 09:32:00-04:00,2020,06,15,09,32,6.227300167,18.14999962,18.77499962,21.60000038,26.84499931,18.31999969,9.329999924,9.828000069,94.31999969,56.5
2020-06-15 09:34:00-04:00,2020,06,15,09,34,6.125,18.03000069,18.67000008,21.54999924,26.61000061,18.04000092,9.25,9.770000458,93.65000153,56.49000168
2020-06-15 09:36:00-04:00,2020,06,15,09,36,6.185200214,18.32029915,18.75989914,21.79000092,26.85000038,18.27000046,9.300000191,9.880000114,93.70999908,57.21500015
2020-06-15 09:38:00-04:00,2020,06,15,09,38,6.260000229,18.41679955,19.03000069,22.04000092,27.10000038,18.54999924,9.340000153,9.970000267,93.95999908,58.30009842
2020-06-15 09:40:00-04:00,2020,06,15,09,40,6.230000019,18.23999977,19.05999947,21.93000031,27.01619911,18.52009964,9.305000305,9.93999958,93.75,57.88000107
2020-06-15 09:42:00-04:00,2020,06,15,09,42,6.275000095,18.53000069,19.06010056,22.21999931,27.13999939,18.77269936,9.425000191,10.06000042,93.83000183,58.30899811
2020-06-15 09:44:00-04:00,2020,06,15,09,44,6.264999866,18.51099968,19.05540085,22.11000061,27.19000053,18.79999924,9.409899712,10.05000019,93.79000092,58.29000092
2020-06-15 09:46:00-04:00,2020,06,15,09,46,6.269999981,18.47999954,19.04000092,22.04100037,27.17000008,18.75,9.425000191,10.06499958,93.77999878,58.1637001
2020-06-15 09:48:00-04:00,2020,06,15,09,48,6.224199772,18.28000069,18.8939991,22,27.04500008,18.56500053,9.404999733,10.01000023,93.73000336,57.79999924
2020-06-15 09:50:00-04:00,2020,06,15,09,50,6.237199783,18.43000031,19.04500008,22.05999947,27.03779984,18.67000008,9.409999847,10.07999992,93.81999969,58.05770111
2020-06-15 09:52:00-04:00,2020,06,15,09,52,6.269999981,18.47500038,19.20809937,22.19000053,27.12000084,18.88999939,9.430000305,10.10999966,93.93000031,58.40000153
2020-06-15 09:54:00-04:00,2020,06,15,09,54,6.260000229,18.46999931,19.20999908,22.11000061,27.01000023,18.89500046,9.43500042,10.06000042,93.94999695,58.34420013
2020-06-15 09:56:00-04:00,2020,06,15,09,56,6.260000229,18.55999947,19.21999931,22.14999962,26.97999954,18.93810081,9.449999809,10.11499977,93.87999725,58.50999832
2020-06-15 09:58:00-04:00,2020,06,15,09,58,6.199999809,18.45639992,18.875,21.87999916,26.87999916,18.63999939,9.345000267,9.965000153,93.77999878,57.66999817
2020-06-15 10:00:00-04:00,2020,06,15,10,00,6.195000172,18.42000008,18.84900093,21.93000031,26.89999962,18.61000061,9.284999847,9.920000076,93.87000275,57.60499954
2020-06-15 10:02:00-04:00,2020,06,15,10,02,6.170000076,18.28499985,18.56780052,21.78000069,26.89500046,18.46999931,9.274999619,9.904999733,93.83000183,57.18500137
2020-06-15 10:04:00-04:00,2020,06,15,10,04,6.21999979,18.45999908,18.75499916,21.80999947,27.01499939,18.63619995,9.335000038,10,93.87999725,57.88550186
2020-06-15 10:06:00-04:00,2020,06,15,10,06,6.235099792,18.56999969,18.83040047,21.89450073,27.01499939,18.69000053,9.369999886,10.06999969,93.79000092,58.25999832
2020-06-15 10:08:00-04:00,2020,06,15,10,08,6.244999886,18.60499954,18.86930084,21.92000008,26.98500061,18.68499947,9.354999542,10.11499977,93.80000305,58.27700043
2020-06-15 10:10:00-04:00,2020,06,15,10,10,6.235000134,18.60499954,18.91300011,21.87000084,26.97999954,18.67900085,9.289999962,10.07999992,93.68000031,58.25
2020-06-15 10:12:00-04:00,2020,06,15,10,12,6.239200115,18.64990044,18.90500069,21.97999954,27,18.65999985,9.31499958,10.13000011,93.81999969,58.40999985
2020-06-15 10:14:00-04:00,2020,06,15,10,14,6.260000229,18.65999985,18.94499969,22.01000023,27.16519928,18.65999985,9.335000038,10.11999989,93.86000061,58.44960022
2020-06-15 10:16:00-04:00,2020,06,15,10,16,6.244999886,18.62000084,18.95149994,21.98999977,27.13999939,18.59000015,9.385000229,10.10000038,93.83000183,58.34000015
2020-06-15 10:18:00-04:00,2020,06,15,10,18,6.262800217,18.73990059,19.08600044,22.12999916,27.27000046,18.70499992,9.460000038,10.18000031,93.83999634,58.70999908
2020-06-15 10:20:00-04:00,2020,06,15,10,20,6.282800198,18.78370094,19.13999939,22.14999962,27.32999992,18.78499985,9.454999924,10.22000027,93.86000061,59
2020-06-15 10:22:00-04:00,2020,06,15,10,22,6.261899948,18.67000008,19.04000092,21.97999954,27.29500008,18.69499969,9.430000305,10.17000008,93.70999908,58.74499893
2020-06-15 10:24:00-04:00,2020,06,15,10,24,6.25,18.62000084,19,21.97999954,27.26000023,18.63010025,9.404999733,10.17000008,93.80000305,58.58599854
2020-06-15 10:26:00-04:00,2020,06,15,10,26,6.243299961,18.64999962,18.95009995,21.96999931,27.18000031,18.57999992,9.420000076,10.17000008,93.97000122,58.48160172
2020-06-15 10:28:00-04:00,2020,06,15,10,28,6.239999771,18.64999962,18.94890022,21.89999962,27.14999962,18.56999969,9.399999619,10.14999962,93.90000153,58.43000031
2020-06-15 10:30:00-04:00,2020,06,15,10,30,6.21999979,18.56500053,18.85000038,21.75,27.02000046,18.45890045,9.350000381,10.06999969,93.97000122,58.01499939
2020-06-15 10:32:00-04:00,2020,06,15,10,32,6.21999979,18.57999992,18.85000038,21.75,27.03000069,18.375,9.375,10.07999992,93.94999695,58.07870102
2020-06-15 10:34:00-04:00,2020,06,15,10,34,6.243199825,18.76079941,19,21.94000053,27.08499908,18.50830078,9.430000305,10.14999962,94.18000031,58.48300171
2020-06-15 10:36:00-04:00,2020,06,15,10,36,6.247300148,18.68300056,18.94599915,21.94000053,27.09000015,18.44499969,9.420000076,10.13000011,94.23000336,58.27270126
2020-06-15 10:38:00-04:00,2020,06,15,10,38,6.271100044,18.72999954,18.94610023,22.04000092,27.13999939,18.42009926,9.430000305,10.17000008,94.29000092,58.25
2020-06-15 10:40:00-04:00,2020,06,15,10,40,6.239999771,18.62000084,18.82500076,21.88999939,26.95999908,18.29770088,9.399999619,10.10200024,94.15000153,57.95000076
2020-06-15 10:42:00-04:00,2020,06,15,10,42,6.243199825,18.71999931,18.89999962,21.98999977,27.03000069,18.38500023,9.43999958,10.13500023,94.37999725,58.17499924
2020-06-15 10:44:00-04:00,2020,06,15,10,44,6.284999847,18.86000061,18.99040031,22.12000084,27.11100006,18.47999954,9.470000267,10.19999981,94.66999817,58.57849884
2020-06-15 10:46:00-04:00,2020,06,15,10,46,6.295000076,18.88999939,19.09000015,22.17000008,27.20499992,18.53879929,9.489999771,10.23499966,94.77999878,58.93909836
2020-06-15 10:48:00-04:00,2020,06,15,10,48,6.320000172,18.94569969,19.12000084,22.19000053,27.27000046,18.62649918,9.494999886,10.22999954,94.87000275,59.06000137
2020-06-15 10:50:00-04:00,2020,06,15,10,50,6.320000172,18.97999954,19.07999992,22.17000008,27.24500084,18.56500053,9.479999542,10.22000027,94.94999695,58.88000107
2020-06-15 10:52:00-04:00,2020,06,15,10,52,6.319900036,18.90999985,19.10000038,22.15999985,27.25,18.61000061,9.503299713,10.26000023,94.9016037,58.91199875
2020-06-15 10:54:00-04:00,2020,06,15,10,54,6.320000172,18.95999908,19.14010048,22.19000053,27.31500053,18.66990089,9.515000343,10.3100996,95.12000275,59.13000107
2020-06-15 10:56:00-04:00,2020,06,15,10,56,6.320000172,19.01849937,19.19000053,22.27000046,27.31500053,18.68009949,9.529999733,10.32999992,95.22889709,59.19789886
2020-06-15 10:58:00-04:00,2020,06,15,10,58,6.320000172,19.01499939,19.13500023,22.24270058,27.29999924,18.71999931,9.520000458,10.32499981,95.13999939,59.04499817
2020-06-15 11:00:00-04:00,2020,06,15,11,00,6.324999809,19.01000023,19.21999931,22.22999954,27.29500008,18.77499962,9.515000343,10.33500004,95,59.18000031
2020-06-15 11:02:00-04:00,2020,06,15,11,02,6.34499979,19.07999992,19.37999916,22.29500008,27.39999962,18.88500023,9.539999962,10.34000015,95.05999756,59.38000107
2020-06-15 11:04:00-04:00,2020,06,15,11,04,6.375,19.18000031,19.44000053,22.45000076,27.48999977,18.97500038,9.600000381,10.43000031,95.23999786,59.56000137
2020-06-15 11:06:00-04:00,2020,06,15,11,06,6.380000114,19.20999908,19.49889946,22.5,27.57500076,19.04500008,9.619999886,10.43999958,95.26999664,59.85990143
2020-06-15 11:08:00-04:00,2020,06,15,11,08,6.389999866,19.28000069,19.56990051,22.51000023,27.54999924,19.09499931,9.635000229,10.44999981,95.19999695,59.78160095
2020-06-15 11:10:00-04:00,2020,06,15,11,10,6.393300056,19.20999908,19.57500076,22.42000008,27.52000046,19.03499985,9.614999771,10.41499996,95.16999817,59.63999939
2020-06-15 11:12:00-04:00,2020,06,15,11,12,6.385000229,19.18499947,19.47990036,22.44000053,27.51499939,18.95999908,9.595000267,10.42500019,95.09999847,59.34500122
2020-06-15 11:14:00-04:00,2020,06,15,11,14,6.414999962,19.23999977,19.61000061,22.46999931,27.54999924,19.01000023,9.590000153,10.42000008,95.18000031,59.65999985
2020-06-15 11:16:00-04:00,2020,06,15,11,16,6.360000134,19.08699989,19.30579948,22.32999992,27.44000053,18.84000015,9.550000191,10.32499981,95.09999847,59.00500107
2020-06-15 11:18:00-04:00,2020,06,15,11,18,6.364999771,19.13999939,19.29500008,22.28000069,27.40999985,18.80999947,9.529999733,10.31000042,94.98999786,59.09000015
2020-06-15 11:20:00-04:00,2020,06,15,11,20,6.364999771,19.18000031,19.46999931,22.34000015,27.43000031,18.85000038,9.56499958,10.34000015,94.97000122,59.22000122
2020-06-15 11:22:00-04:00,2020,06,15,11,22,6.335000038,19.12000084,19.30999947,22.25,27.31999969,18.75,9.510000229,10.28999996,94.80999756,58.90599823
2020-06-15 11:24:00-04:00,2020,06,15,11,24,6.34649992,19.12999916,19.42000008,22.26000023,27.34000015,18.84000015,9.510000229,10.28499985,94.95999908,59
2020-06-15 11:26:00-04:00,2020,06,15,11,26,6.349999905,19.19569969,19.40999985,22.32999992,27.36499977,18.82699966,9.520000458,10.26000023,95.11000061,59.13000107
2020-06-15 11:28:00-04:00,2020,06,15,11,28,6.342999935,19.15500069,19.39500046,22.27000046,27.29000092,18.77499962,9.515000343,10.23999977,95.02999878,58.89749908
2020-06-15 11:30:00-04:00,2020,06,15,11,30,6.324999809,19.06999969,19.31999969,22.20000076,27.25499916,18.75,9.510000229,10.21199989,95,58.77999878
2020-06-15 11:32:00-04:00,2020,06,15,11,32,6.309999943,19.06500053,19.30500031,22.12999916,27.20000076,18.63999939,9.489999771,10.18500042,94.98999786,58.71500015
2020-06-15 11:34:00-04:00,2020,06,15,11,34,6.349999905,19.11000061,19.27000046,22.20999908,27.23999977,18.71010017,9.5,10.19999981,95.11000061,58.7983017
2020-06-15 11:36:00-04:00,2020,06,15,11,36,6.340000153,19.05150032,19.26009941,22.17000008,27.17180061,18.64990044,9.470000267,10.17000008,95.12999725,58.77999878
2020-06-15 11:38:00-04:00,2020,06,15,11,38,6.357200146,19.02000046,19.34989929,22.27000046,27.21999931,18.64830017,9.479999542,10.21000004,95.30999756,58.9864006
2020-06-15 11:40:00-04:00,2020,06,15,11,40,6.369999886,19.02000046,19.30999947,22.20000076,27.18000031,18.625,9.460000038,10.18999958,95.33999634,58.93000031
2020-06-15 11:42:00-04:00,2020,06,15,11,42,6.37319994,19.05999947,19.34499931,22.19000053,27.20000076,18.6243,9.444999695,10.21500015,95.33000183,59.02999878
2020-06-15 11:44:00-04:00,2020,06,15,11,44,6.360000134,18.95999908,19.24500084,22.13999939,27.11000061,18.59499931,9.395000458,10.18000031,95.16000366,58.78559875
2020-06-15 11:46:00-04:00,2020,06,15,11,46,6.34499979,18.90999985,19.21360016,22.07999992,27.06999969,18.55999947,9.395000458,10.15999985,95.12000275,58.65000153
2020-06-15 11:48:00-04:00,2020,06,15,11,48,6.335000038,18.95159912,19.21199989,22.04000092,27.04000092,18.59989929,9.390000343,10.15999985,95.16000366,58.7234993
2020-06-15 11:50:00-04:00,2020,06,15,11,50,6.340000153,18.99500084,19.14999962,22.09499931,27.05500031,18.61000061,9.420000076,10.14000034,95.19999695,58.75999832
2020-06-15 11:52:00-04:00,2020,06,15,11,52,6.360000134,19.06999969,19.22990036,22.18000031,27.09000015,18.64999962,9.449999809,10.15499973,95.47000122,59.01399994
2020-06-15 11:54:00-04:00,2020,06,15,11,54,6.349999905,18.93000031,19.16010094,22.10499954,27.03000069,18.58499908,9.444999695,10.10000038,95.375,58.83000183
2020-06-15 11:56:00-04:00,2020,06,15,11,56,6.349999905,18.96999931,19.21999931,22.13500023,27.09000015,18.65600014,9.465000153,10.10999966,95.58999634,58.95500183
2020-06-15 11:58:00-04:00,2020,06,15,11,58,6.364999771,19.01000023,19.32010078,22.23999977,27.13999939,18.69370079,9.484999657,10.14000034,95.71499634,59.12480164
2020-06-15 12:00:00-04:00,2020,06,15,12,00,6.360000134,18.95999908,19.28000069,22.22999954,27.14999962,18.67000008,9.479999542,10.14000034,95.76000214,58.97999954
2020-06-15 12:02:00-04:00,2020,06,15,12,02,6.385000229,19.02000046,19.36000061,22.25,27.20499992,18.71999931,9.489999771,10.15499973,95.91000366,59.22000122
2020-06-15 12:04:00-04:00,2020,06,15,12,04,6.402800083,19.09160042,19.46859932,22.37999916,27.28000069,18.79500008,9.550000191,10.21000004,96.09100342,59.45000076
2020-06-15 12:06:00-04:00,2020,06,15,12,06,6.40500021,19.12000084,19.50989914,22.43000031,27.32099915,18.79829979,9.574999809,10.24499989,96.27749634,59.52119827
2020-06-15 12:08:00-04:00,2020,06,15,12,08,6.409999847,19.12000084,19.47999954,22.42499924,27.35000038,18.79999924,9.600000381,10.24499989,96.37000275,59.55400085
2020-06-15 12:10:00-04:00,2020,06,15,12,10,6.425000191,19.19499969,19.46999931,22.40999985,27.35000038,18.81119919,9.600000381,10.26000023,96.30999756,59.58549881
2020-06-15 12:12:00-04:00,2020,06,15,12,12,6.425000191,19.18129921,19.44000053,22.37000084,27.35000038,18.76000023,9.600000381,10.25,96.22000122,59.66999817
2020-06-15 12:14:00-04:00,2020,06,15,12,14,6.427100182,19.18000031,19.43050003,22.38999939,27.42000008,18.82299995,9.604999542,10.26000023,96.23999786,59.67350006
2020-06-15 12:16:00-04:00,2020,06,15,12,16,6.42689991,19.21999931,19.44000053,22.44000053,27.39500046,18.88999939,9.640000343,10.30000019,96.27999878,59.68000031
2020-06-15 12:18:00-04:00,2020,06,15,12,18,6.433700085,19.26840019,19.51499939,22.47999954,27.42499924,18.97500038,9.670000076,10.32999992,96.29000092,59.68999863
2020-06-15 12:20:00-04:00,2020,06,15,12,20,6.449999809,19.31500053,19.57299995,22.45999908,27.51000023,19.00690079,9.652000427,10.34000015,96.33999634,59.74000168
2020-06-15 12:22:00-04:00,2020,06,15,12,22,6.445000172,19.35849953,19.62999916,22.51000023,27.48999977,19.03009987,9.670000076,10.34500027,96.36000061,59.79000092
2020-06-15 12:24:00-04:00,2020,06,15,12,24,6.454999924,19.38349915,19.75,22.53499985,27.54000092,19.14450073,9.680000305,10.35000038,96.47000122,60.09000015
2020-06-15 12:26:00-04:00,2020,06,15,12,26,6.474999905,19.42000008,19.7201004,22.55999947,27.54859924,19.17499924,9.68999958,10.35999966,96.43000031,60.06000137
2020-06-15 12:28:00-04:00,2020,06,15,12,28,6.46999979,19.37150002,19.69000053,22.54999924,27.55999947,19.12000084,9.694999695,10.35999966,96.35500336,59.97999954
2020-06-15 12:30:00-04:00,2020,06,15,12,30,6.477099895,19.33499908,19.63500023,22.48999977,27.54999924,19.03350067,9.680199623,10.33500004,96.33999634,59.85499954
2020-06-15 12:32:00-04:00,2020,06,15,12,32,6.489999771,19.36000061,19.63500023,22.48999977,27.55999947,19.03829956,9.659899712,10.36009979,96.22000122,59.83769989
2020-06-15 12:34:00-04:00,2020,06,15,12,34,6.460000038,19.32500076,19.61860085,22.46999931,27.52000046,19,9.640000343,10.34000015,96.23999786,59.72600174
2020-06-15 12:36:00-04:00,2020,06,15,12,36,6.460000038,19.35989952,19.68610001,22.51000023,27.55500031,19.04599953,9.664999962,10.36810017,96.23000336,59.91999817
2020-06-15 12:38:00-04:00,2020,06,15,12,38,6.465000153,19.39999962,19.73999977,22.57999992,27.59900093,19.08499908,9.699999809,10.38000011,96.26000214,60.00999832
2020-06-15 12:40:00-04:00,2020,06,15,12,40,6.474999905,19.40999985,19.84499931,22.63999939,27.59499931,19.15999985,9.725000381,10.40999985,96.23999786,60.18000031
2020-06-15 12:42:00-04:00,2020,06,15,12,42,6.474999905,19.36000061,19.79000092,22.64999962,27.57999992,19.125,9.729999542,10.39500046,96.23500061,60.11819839
2020-06-15 12:44:00-04:00,2020,06,15,12,44,6.494999886,19.37999916,19.82579994,22.67000008,27.65500069,19.15500069,9.720000267,10.39999962,96.30999756,60.22499847
2020-06-15 12:46:00-04:00,2020,06,15,12,46,6.480000019,19.30500031,19.72500038,22.60000038,27.63999939,19.12639999,9.715000153,10.38000011,96.23999786,60.11899948
2020-06-15 12:48:00-04:00,2020,06,15,12,48,6.494999886,19.41500092,19.82010078,22.55999947,27.72050095,19.19499969,9.739999771,10.39000034,96.41500092,60.34000015
2020-06-15 12:50:00-04:00,2020,06,15,12,50,6.5,19.40880013,19.88010025,22.57999992,27.75,19.20100021,9.747799873,10.40499973,96.33999634,60.43989944
2020-06-15 12:52:00-04:00,2020,06,15,12,52,6.505000114,19.43000031,19.94389915,22.62000084,27.79999924,19.21500015,9.774999619,10.40999985,96.36000061,60.50999832
2020-06-15 12:54:00-04:00,2020,06,15,12,54,6.5,19.46999931,19.96109962,22.62000084,27.76009941,19.24990082,9.789999962,10.40999985,96.44000244,60.58000183
2020-06-15 12:56:00-04:00,2020,06,15,12,56,6.489900112,19.43000031,19.97500038,22.62999916,27.80999947,19.27000046,9.790100098,10.46000004,96.45500183,60.63510132
2020-06-15 12:58:00-04:00,2020,06,15,12,58,6.5,19.4185009,19.93009949,22.65999985,27.77000046,19.29000092,9.81000042,10.42500019,96.41000366,60.64070129
2020-06-15 13:00:00-04:00,2020,06,15,13,00,6.525000095,19.48999977,20.06999969,22.73500061,27.82999992,19.40010071,9.824999809,10.47000027,96.69000244,60.90999985
2020-06-15 13:02:00-04:00,2020,06,15,13,02,6.519999981,19.45999908,20.09000015,22.74500084,27.85000038,19.42000008,9.840000153,10.46000004,96.73500061,60.90999985
2020-06-15 13:04:00-04:00,2020,06,15,13,04,6.545000076,19.54999924,20.18499947,22.85000038,27.89999962,19.57999992,9.875900269,10.48999977,96.73999786,61.16989899
2020-06-15 13:06:00-04:00,2020,06,15,13,06,6.550000191,19.5984993,20.26059914,22.92000008,27.92000008,19.65500069,9.890000343,10.50500011,96.91000366,61.31000137
2020-06-15 13:08:00-04:00,2020,06,15,13,08,6.555799961,19.63999939,20.30500031,22.96999931,27.89999962,19.63999939,9.890000343,10.51000023,96.90000153,61.25
2020-06-15 13:10:00-04:00,2020,06,15,13,10,6.562900066,19.71559906,20.47999954,23.01000023,27.94000053,19.79599953,9.909999847,10.53999996,96.94499969,61.65999985
2020-06-15 13:12:00-04:00,2020,06,15,13,12,6.530099869,19.65999985,20.30500031,22.94000053,27.875,19.67000008,9.899999619,10.51500034,96.87000275,61.50999832
2020-06-15 13:14:00-04:00,2020,06,15,13,14,6.53000021,19.56459999,20.18499947,22.88999939,27.84499931,19.48940086,9.869999886,10.49190044,97.00990295,61.12990189
2020-06-15 13:16:00-04:00,2020,06,15,13,16,6.532800198,19.56999969,20.27000046,22.89999962,27.875,19.61000061,9.869999886,10.48999977,97.04000092,61.20999908
2020-06-15 13:18:00-04:00,2020,06,15,13,18,6.553199768,19.66349983,20.3409996,22.97929955,27.94499969,19.70999908,9.885000229,10.52499962,97.12000275,61.45500183
2020-06-15 13:20:00-04:00,2020,06,15,13,20,6.527200222,19.61000061,20.25060081,22.88999939,27.81010056,19.56579971,9.835000038,10.5,97.01999664,61.15999985
2020-06-15 13:22:00-04:00,2020,06,15,13,22,6.519999981,19.53989983,20.13299942,22.79999924,27.77000046,19.40500069,9.800000191,10.47000027,97.08999634,60.90200043
2020-06-15 13:24:00-04:00,2020,06,15,13,24,6.496799946,19.42989922,19.95999908,22.69000053,27.73500061,19.29999924,9.765000343,10.43000031,96.98000336,60.64989853
2020-06-15 13:26:00-04:00,2020,06,15,13,26,6.5,19.48819923,20.04710007,22.75,27.74500084,19.39500046,9.779999733,10.45259953,96.92500305,60.88999939
2020-06-15 13:28:00-04:00,2020,06,15,13,28,6.5,19.50589943,20.04080009,22.71999931,27.69000053,19.42000008,9.800000191,10.44999981,97.01999664,60.81999969
2020-06-15 13:30:00-04:00,2020,06,15,13,30,6.5,19.5,20.09499931,22.74500084,27.69499969,19.4510994,9.800000191,10.47000027,97,60.88660049
2020-06-15 13:32:00-04:00,2020,06,15,13,32,6.454999924,19.36000061,19.85499954,22.62000084,27.57500076,19.22999954,9.75,10.40999985,96.86000061,60.45000076
2020-06-15 13:34:00-04:00,2020,06,15,13,34,6.454999924,19.34499931,19.79500008,22.58289909,27.57999992,19.20000076,9.729999542,10.38500023,96.92500305,60.25999832
2020-06-15 13:36:00-04:00,2020,06,15,13,36,6.489900112,19.375,19.86009979,22.62999916,27.63999939,19.29999924,9.75,10.40999985,97,60.46920013
2020-06-15 13:38:00-04:00,2020,06,15,13,38,6.494999886,19.43000031,20.04999924,22.65740013,27.65999985,19.40999985,9.760000229,10.43000031,97.08000183,60.74499893
2020-06-15 13:40:00-04:00,2020,06,15,13,40,6.489999771,19.4015007,20.04000092,22.63999939,27.625,19.42000008,9.768300056,10.39999962,96.91999817,60.66999817
2020-06-15 13:42:00-04:00,2020,06,15,13,42,6.485000134,19.39500046,20.08639908,22.64999962,27.60000038,19.40999985,9.744999886,10.41860008,96.83000183,60.65000153
2020-06-15 13:44:00-04:00,2020,06,15,13,44,6.465000153,19.23999977,19.85000038,22.54999924,27.55999947,19.26329994,9.700099945,10.39999962,96.79499817,60.2201004
2020-06-15 13:46:00-04:00,2020,06,15,13,46,6.449999809,19.20000076,19.80500031,22.55999947,27.54999924,19.23060036,9.720000267,10.39000034,96.80000305,60.24000168
2020-06-15 13:48:00-04:00,2020,06,15,13,48,6.454999924,19.15500069,19.67499924,22.47999954,27.47999954,19.18000031,9.680000305,10.35999966,96.70500183,59.93000031
2020-06-15 13:50:00-04:00,2020,06,15,13,50,6.429999828,19.09499931,19.54999924,22.37269974,27.45000076,19.01000023,9.604999542,10.29500008,96.66000366,59.68500137
2020-06-15 13:52:00-04:00,2020,06,15,13,52,6.445000172,19.21999931,19.70610046,22.43000031,27.45000076,19.15999985,9.645000458,10.33500004,96.61000061,59.93989944
2020-06-15 13:54:00-04:00,2020,06,15,13,54,6.474999905,19.36499977,19.8090992,22.47999954,27.53000069,19.29820061,9.68999958,10.39000034,96.73000336,60.31000137
2020-06-15 13:56:00-04:00,2020,06,15,13,56,6.45720005,19.25,19.69000053,22.38999939,27.5,19.14039993,9.654999733,10.32999992,96.59999847,59.97000122
2020-06-15 13:58:00-04:00,2020,06,15,13,58,6.454999924,19.25,19.68009949,22.42000008,27.48500061,19.10499954,9.649999619,10.36499977,96.68000031,59.95999908
2020-06-15 14:00:00-04:00,2020,06,15,14,00,6.454999924,19.21500015,19.64010048,22.36000061,27.46999931,19.10499954,9.640000343,10.32999992,96.66000366,59.95000076
2020-06-15 14:02:00-04:00,2020,06,15,14,02,6.505000114,19.48500061,20.00499916,22.68000031,27.71999931,19.42399979,9.770000458,10.48999977,97.18000031,60.73500061
2020-06-15 14:04:00-04:00,2020,06,15,14,04,6.525000095,19.54840088,20.09810066,22.79000092,27.79000092,19.51499939,9.779999733,10.52000046,97.35250092,61.15999985
2020-06-15 14:06:00-04:00,2020,06,15,14,06,6.534999847,19.62999916,20.04500008,22.90999985,27.94000053,19.57999992,9.829999924,10.57999992,97.59999847,61.1228981
2020-06-15 14:08:00-04:00,2020,06,15,14,08,6.539999962,19.65999985,20.16500092,23,27.99500084,19.66500092,9.854999542,10.61999989,97.69000244,61.40790176
2020-06-15 14:10:00-04:00,2020,06,15,14,10,6.525000095,19.56999969,19.99920082,22.87000084,27.95999908,19.47820091,9.835000038,10.59500027,97.66500092,60.99000168
2020-06-15 14:12:00-04:00,2020,06,15,14,12,6.525000095,19.54999924,19.95999908,22.85000038,27.95000076,19.40180016,9.81000042,10.56999969,97.63999939,60.89300156
2020-06-15 14:14:00-04:00,2020,06,15,14,14,6.525000095,19.61000061,20.04999924,22.86000061,28.01000023,19.5,9.845000267,10.56000042,97.70999908,61.09000015
2020-06-15 14:16:00-04:00,2020,06,15,14,16,6.545000076,19.69000053,20.19499969,22.96500015,28.06999969,19.55999947,9.859999657,10.64999962,97.84999847,61.35229874
2020-06-15 14:18:00-04:00,2020,06,15,14,18,6.547399998,19.68000031,20.16500092,22.97999954,28.08300018,19.57999992,9.85929966,10.64000034,97.94999695,61.37179947
2020-06-15 14:20:00-04:00,2020,06,15,14,20,6.519999981,19.61499977,20.09000015,22.95999908,28.01000023,19.54000092,9.840000153,10.64000034,97.94499969,61.18999863
2020-06-15 14:22:00-04:00,2020,06,15,14,22,6.514999866,19.60000038,20.05500031,22.88999939,27.95999908,19.48130035,9.819999695,10.60999966,97.84999847,61.11999893
2020-06-15 14:24:00-04:00,2020,06,15,14,24,6.505000114,19.57999992,19.99099922,22.88999939,27.95000076,19.45000076,9.819999695,10.60000038,97.80000305,60.94800186
2020-06-15 14:26:00-04:00,2020,06,15,14,26,6.524000168,19.64999962,20.07889938,22.92000008,28.01199913,19.45999908,9.859999657,10.63000011,97.91000366,61.16930008
2020-06-15 14:28:00-04:00,2020,06,15,14,28,6.514999866,19.57999992,19.98500061,22.87999916,27.95999908,19.37999916,9.850000381,10.59000015,97.90000153,60.97999954
2020-06-15 14:30:00-04:00,2020,06,15,14,30,6.525000095,19.63999939,20.01000023,22.92000008,27.98999977,19.44000053,9.869999886,10.63000011,97.95999908,60.99000168
2020-06-15 14:32:00-04:00,2020,06,15,14,32,6.485000134,19.54000092,19.91500092,22.80999947,27.82999992,19.37000084,9.81000042,10.57499981,97.73000336,60.72999954
2020-06-15 14:34:00-04:00,2020,06,15,14,34,6.5,19.48999977,19.92000008,22.77000046,27.85000038,19.40999985,9.81000042,10.56000042,97.80000305,60.70019913
2020-06-15 14:36:00-04:00,2020,06,15,14,36,6.494999886,19.51000023,19.8708992,22.71999931,27.83009911,19.36499977,9.774999619,10.53499985,97.77500153,60.65999985
2020-06-15 14:38:00-04:00,2020,06,15,14,38,6.494999886,19.52000046,19.91990089,22.71299934,27.81999969,19.375,9.784999847,10.54500008,97.73000336,60.68199921
2020-06-15 14:40:00-04:00,2020,06,15,14,40,6.510000229,19.52000046,19.96999931,22.73999977,27.85499954,19.40999985,9.795000076,10.55000019,97.76000214,60.81999969
2020-06-15 14:42:00-04:00,2020,06,15,14,42,6.514999866,19.53000069,19.97500038,22.73999977,27.86289978,19.42499924,9.81499958,10.56000042,97.84790039,60.97999954
2020-06-15 14:44:00-04:00,2020,06,15,14,44,6.514999866,19.54000092,20.02750015,22.72999954,27.85499954,19.44000053,9.819999695,10.55500031,97.88500214,60.97200012
2020-06-15 14:46:00-04:00,2020,06,15,14,46,6.5,19.51000023,19.98920059,22.72999954,27.81999969,19.39999962,9.81000042,10.54500008,97.86499786,60.91999817
